stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding,platform_code,level_id
000011462203,NA,"Retterath, Kirche",NA,50.270781,7.019777,0,NA,0,NA,NA
000011464306,NA,Selters (Westerw) Saynbach-Center,NA,50.531533,7.755901,0,NA,0,NA,NA
000011465505,NA,Helferskirchen Auf der Heide,NA,50.510926,7.813448,0,NA,0,NA,NA
000011468505,NA,Roßbach (Westerw) Ringstraße,NA,50.608244,7.681755,0,NA,0,NA,NA
000011468605,NA,Roßbach (Westerw) Turnhalle,NA,50.603478,7.68153,0,NA,0,NA,NA
000011471005,NA,Rückeroth Landstraße,NA,50.559362,7.740576,0,NA,0,NA,NA
000011475106,NA,Schenkelberg Hartenfelser Straße,NA,50.579685,7.782599,0,NA,0,NA,NA
000011479807,NA,Selters (Westerw) Markt,NA,50.529752,7.753692,0,NA,0,NA,NA
000011480408,NA,Sessenbach Alte Schule,NA,50.475655,7.645445,0,NA,0,NA,NA
000011480508,NA,Sessenbach Werk,NA,50.471704,7.646774,0,NA,0,NA,NA
000011481305,NA,Siershahn Industriegebiet Berggarten,NA,50.481125,7.771963,0,NA,0,NA,NA
000011481603,NA,Simmern (Westerw) Denzer Heide,NA,50.370243,7.691681,0,NA,0,NA,NA
000011492505,NA,Stahlhofen (Westerw) Altes Rathaus,NA,50.393843,7.858408,0,NA,0,NA,NA
000011493605,NA,Steinen (Westerw) Gemeindehalle,NA,50.573142,7.807977,0,NA,0,NA,NA
000011494707,NA,Streithausen Hauptstraße,NA,50.692502,7.814939,0,NA,0,NA,NA
000011502803,NA,"Uersfeld, Kirche",NA,50.254,7.009905,0,NA,0,NA,NA
000011502903,NA,"Uersfeld, Römerhügel",NA,50.256062,7.014477,0,NA,0,NA,NA
000011504506,NA,Untershausen Bürgerhaus,NA,50.40032,7.844996,0,NA,0,NA,NA
000011511305,NA,Vielbach Neue Straße,NA,50.50655,7.771891,0,NA,0,NA,NA
000011527805,NA,Bendorf (Rhein) In der Hohl,NA,50.423596,7.580667,0,NA,0,NA,NA
000011529405,NA,Höhr-Grenzhausen Keramikmuseum,NA,50.442971,7.657752,0,NA,0,NA,NA
000011529806,NA,Wirges Mitte/Bahnhofstraße,NA,50.471138,7.795032,0,NA,0,NA,NA
000011529905,NA,Wirges Möbel Neust,NA,50.474694,7.789705,0,NA,0,NA,NA
000011530005,NA,Wirges Dr.-Wodrich-Straße,NA,50.466118,7.780129,0,NA,0,NA,NA
000011530106,NA,Wirges Bahnhof/Westerwaldstraße,NA,50.468725,7.788169,0,NA,0,NA,NA
000011530208,NA,Wirscheid Sessenbacher Straße,NA,50.475895,7.666321,0,NA,0,NA,NA
000011530305,NA,Montabaur Wirzenborn Kapellenstraße,NA,50.42778,7.862882,0,NA,0,NA,NA
000011530508,NA,Wittgert Rheinstraße,NA,50.496688,7.694564,0,NA,0,NA,NA
000011566905,NA,Plaidt IGS,NA,50.393282,7.405558,0,NA,0,NA,NA
000011571206,NA,Herschbach (b. Selters) Grundschule,NA,50.572857,7.741169,0,NA,0,NA,NA
000011589803,NA,Heilberscheid Schulstr.,NA,50.411364,7.892329,0,NA,0,NA,NA
000011590108,NA,Mogendorf Kannenbäckerplatz,NA,50.493865,7.760079,0,NA,0,NA,NA
000011591303,NA,Heilberscheid Kindergarten,NA,50.410059,7.890846,0,NA,0,NA,NA
000011599806,NA,Mendig Obermendig Am Sonnenhang,NA,50.376826,7.256357,0,NA,0,NA,NA
000011600006,NA,Mendig Niedermendig Siemensstraße,NA,50.366771,7.292416,0,NA,0,NA,NA
000011600206,NA,Mendig Obermendig Im Brühl,NA,50.374798,7.262313,0,NA,0,NA,NA
000011602207,NA,Maroth Trafohaus,NA,50.575949,7.687585,0,NA,0,NA,NA
000011602305,NA,Maroth Abzw. Wiedischhausen,NA,50.572252,7.687198,0,NA,0,NA,NA
000011604205,NA,Giesenhausen Dorfgemeinschaftshaus,NA,50.701839,7.718999,0,NA,0,NA,NA
000011604306_G,NA,Kroppach Hauptstraße,NA,50.695609,7.737136,0,NA,0,NA,NA
000011604406,NA,Heuzert Nisterstraße,NA,50.698209,7.759064,0,NA,0,NA,NA
000011604506,NA,Marzhausen Feuerwehr,NA,50.688387,7.755452,0,NA,0,NA,NA
000011604606,NA,Mudenbach Dorfgemeinschaftshaus,NA,50.666596,7.735276,0,NA,0,NA,NA
000011604704,NA,Mudenbach Hanwerth,NA,50.657069,7.736453,0,NA,0,NA,NA
000011604807,NA,Siershahn Schulzentrum,NA,50.486853,7.786651,0,NA,0,NA,NA
000011605403,NA,Montabaur Christches Weiher,NA,50.434223,7.814301,0,NA,0,NA,NA
000011605506,NA,Wölferlingen Bachstraße,Bachstraße,50.562426,7.84982,0,NA,0,99,2
000011605605,NA,Wölferlingen Düringen,Düringen,50.558312,7.855363,0,NA,0,99,2
000011605705,NA,Freilingen Hohe Straße,NA,50.559111,7.834468,0,NA,0,NA,NA
000011605808,NA,Weidenhahn Schulstraße,NA,50.54398,7.83472,0,NA,0,NA,NA
000011605908,NA,Ewighausen Bornstraße,NA,50.533766,7.826949,0,NA,0,NA,NA
000011606004,NA,Ruppach-Goldhausen Kirche,NA,50.46136,7.879779,0,NA,0,NA,NA
000011606111,NA,Selters (Westerw) Schulzentrum,Schulzentrum,50.534303,7.763016,0,NA,0,99,2
000011606204,NA,Heiligenroth DGH,Heiligenroth DGH,50.44979,7.860052,0,NA,0,21,2
000011606206,NA,Heiligenroth DGH,Heiligenroth DGH,50.44979,7.860052,0,NA,0,99,2
000011606606,NA,Alpenrod Hirtscheid Ortsmitte,NA,50.63519,7.891062,0,NA,0,NA,NA
000011608104,NA,Freilingen Wölferlinger Straße,NA,50.560013,7.834639,0,NA,0,NA,NA
000011608604,NA,Maxsain Zürbach Wendeplatz,NA,50.551195,7.820697,0,NA,0,NA,NA
000011608903,NA,Montabaur Arbeitsamt,NA,50.438388,7.835932,0,NA,0,NA,NA
000011610602,NA,Herschbach (b. Selters) Bahnhofstraße,NA,50.571162,7.737199,0,NA,0,NA,NA
000011610805,NA,Welkenbach Welkenbach,NA,50.632768,7.72508,0,NA,0,NA,NA
000011611007,NA,Hattert Mittelhattert,NA,50.663721,7.76581,0,NA,0,NA,NA
000011611107,NA,Hattert Niederhattert,NA,50.65761,7.756539,0,NA,0,NA,NA
000011611207,NA,Hattert Laad Hauptstraße,NA,50.652399,7.749362,0,NA,0,NA,NA
000011611307,NA,Hattert Oberhattert Weiherstraße,NA,50.669551,7.771568,0,NA,0,NA,NA
000011611405,NA,Müschenbach Talweg,NA,50.679992,7.786381,0,NA,0,NA,NA
000011611504,NA,Müschenbach Grundschule,NA,50.682394,7.780066,0,NA,0,NA,NA
000011611804,NA,Hachenburg Altstadt Grundschule,NA,50.657964,7.812109,0,NA,0,NA,NA
000011611902,NA,Gehlert Gehlert,NA,50.639953,7.828449,0,NA,0,NA,NA
000011612012,NA,Wissen Realschule/Altbel,NA,50.785832,7.713528,0,NA,0,NA,NA
000011612107,NA,Wissen BBS/Hachenburger Straße,NA,50.775654,7.738744,0,NA,0,NA,NA
000011612201,NA,Rückeroth Am Hamm,NA,50.557941,7.744376,0,NA,0,NA,NA
000011612302,NA,Mörsbach Burbach,NA,50.72967,7.753045,0,NA,0,NA,NA
000011612402,NA,Mörsbach Niedermörsbach,NA,50.724933,7.767175,0,NA,0,NA,NA
000011612502,NA,Mörsbach Obermörsbach,NA,50.723488,7.777147,0,NA,0,NA,NA
000011612602,NA,Kundert Kundert,NA,50.717517,7.790262,0,NA,0,NA,NA
000011612702,NA,Heimborn Ehrlich,NA,50.716766,7.749523,0,NA,0,NA,NA
000011612802,NA,Astert Astert,NA,50.693418,7.781207,0,NA,0,NA,NA
000011612902,NA,Heimborn Heimborn,NA,50.709969,7.755452,0,NA,0,NA,NA
000011613002,NA,Astert Abzw.,NA,50.70024,7.78039,0,NA,0,NA,NA
000011613102,NA,Limbach Limbach,NA,50.701532,7.798697,0,NA,0,NA,NA
000011613213,NA,Hachenburg Schulzentrum,NA,50.656785,7.820517,0,NA,0,NA,NA
000011613302,NA,Atzelgift Grundschule,NA,50.695096,7.819736,0,NA,0,NA,NA
000011613402,NA,Luckenbach Kindergarten,NA,50.700792,7.833157,0,NA,0,NA,NA
000011613502_G,NA,Stein-Wingert Stein-Wingert,NA,50.723375,7.736183,0,NA,0,NA,NA
000011613602,NA,Mörsbach Kindergarten,NA,50.72557,7.763645,0,NA,0,NA,NA
000011613702,NA,Stein-Wingert Alhausen,NA,50.725484,7.720274,0,NA,0,NA,NA
000011613802,NA,Borod Grundschule,NA,50.665269,7.707222,0,NA,0,NA,NA
000011614107,NA,Hachenburg Auf dem Schildchen,NA,50.665087,7.812145,0,NA,0,NA,NA
000011614202,NA,Kroppach Grundschule,NA,50.694391,7.732725,0,NA,0,NA,NA
000011614401,NA,Vielbach Hinterdorf,NA,50.508801,7.772781,0,NA,0,NA,NA
000011614503,NA,Weidenhahn Hauptstraße,NA,50.545481,7.838349,0,NA,0,NA,NA
000011614601,NA,Höchstenbach Mehrzweckhalle,NA,50.634335,7.74302,0,NA,0,NA,NA
000011614701,NA,Müschenbach Schulstraße,NA,50.67944,7.782186,0,NA,0,NA,NA
000011619406,NA,Marienrachdorf Schule,NA,50.548712,7.70715,0,NA,0,NA,NA
000011620105,NA,Wirges Mitte/Stadtplatz,NA,50.471967,7.795742,0,NA,0,NA,NA
000011636703,NA,Gackenbach Kirchähr Am Jugendheim,NA,50.369446,7.8758,0,NA,0,NA,NA
000011648825,NA,Wissen Gymnasium,NA,50.786877,7.7181,0,NA,0,NA,NA
000011666805,NA,Borod Dorfplatz,NA,50.665788,7.70803,0,NA,0,NA,NA
000011666907,NA,Wahlrod Kleegarten,NA,50.648669,7.720804,0,NA,0,NA,NA
000011667009,NA,Winkelbach Eiskeller,NA,50.640272,7.731198,0,NA,0,NA,NA
000011667205,NA,Wied Gartenweg,NA,50.637987,7.755497,0,NA,0,NA,NA
000011667607,NA,Höchstenbach Tankstelle,NA,50.633783,7.74628,0,NA,0,NA,NA
000011667707,NA,Wahlrod Rheinstraße,NA,50.649381,7.714121,0,NA,0,NA,NA
000011667806,NA,Merkelbach Rheinstraße,NA,50.644613,7.770221,0,NA,0,NA,NA
000011716208,NA,Mayen Brückentor,NA,50.331036,7.224377,0,NA,0,NA,NA
000011716805,NA,Mayen Neutor,NA,50.326775,7.223551,0,NA,0,NA,NA
000011716908,NA,Mayen Obertor/Burg,Obertor/Burg,50.327652,7.21888,0,NA,0,99,2
000011717305,NA,Mayen Wittbendertor,NA,50.331236,7.22135,0,NA,0,NA,NA
000011727306,NA,Hattert Oberhattert Brücke,NA,50.666818,7.770715,0,NA,0,NA,NA
000017251706,NA,Dierdorf Markt,NA,50.548569,7.655901,0,NA,0,NA,NA
000017400504,NA,Dernbach (Westerw) Raiffeisen-Campus,NA,50.4517,7.798239,0,NA,0,NA,NA
000017446102,NA,Niedererbach Brückenstraße,NA,50.427001,7.976007,0,NA,0,NA,NA
000017492808,NA,Niedersayn Haus Schmidt,NA,50.529009,7.83277,0,NA,0,NA,NA
000017640602,NA,Heiligenroth Aldi,NA,50.448857,7.8492,0,NA,0,NA,NA
000017640910,NA,Niedersayn Karnhöfen,NA,50.529003,7.845625,0,NA,0,NA,NA
000017641803,NA,Montabaur OBI,NA,50.447588,7.831261,0,NA,0,NA,NA
000017644910,NA,Niedersayn Friedhof,NA,50.52733,7.841071,0,NA,0,NA,NA
000017647303,NA,Boden Brinkenstraße,NA,50.472013,7.858669,0,NA,0,NA,NA
000017647304,NA,Boden Brinkenstraße,NA,50.472013,7.858669,0,NA,0,NA,NA
000017647409,NA,Moschheim Dorfgemeinschaftshaus,NA,50.479296,7.841574,0,NA,0,NA,NA
000017647606,NA,Bannberscheid Bergstraße,NA,50.472447,7.839292,0,NA,0,NA,NA
000017647708,NA,Staudt Festplatz,NA,50.4655,7.825763,0,NA,0,NA,NA
000017647804,NA,Meudt Langwieser Hof,NA,50.472905,7.871739,0,NA,0,NA,NA
000017648404,NA,Heiligenroth Rheinstraße,NA,50.450247,7.863367,0,NA,0,NA,NA
000017648406,NA,Heiligenroth Rheinstraße,NA,50.450247,7.863367,0,NA,0,NA,NA
000017648503,NA,Heiligenroth Pentaplast,NA,50.448497,7.846317,0,NA,0,NA,NA
000017648603,NA,Heiligenroth Industriestraße Ost,NA,50.450476,7.854087,0,NA,0,NA,NA
000017650710,NA,Leuterod Dorfplatz,NA,50.493025,7.820769,0,NA,0,NA,NA
000017650810,NA,Ötzingen Ahornweg,NA,50.501157,7.829312,0,NA,0,NA,NA
000017650910,NA,Ötzingen Sainerholz Talstraße,NA,50.516759,7.850476,0,NA,0,NA,NA
000017658802,NA,Girod Grundschule,NA,50.451374,7.907034,0,NA,0,NA,NA
000017658903,NA,Montabaur REWE-Supermarkt,NA,50.435396,7.815307,0,NA,0,NA,NA
000017659003,NA,Montabaur Fürstenweg,NA,50.440179,7.822583,0,NA,0,NA,NA
000017659103,NA,Ruppach-Goldhausen Schule,NA,50.464505,7.879842,0,NA,0,NA,NA
000017659203,NA,Montabaur Hunsrückstr.,NA,50.428896,7.81864,0,NA,0,NA,NA
000017803103,NA,"Brücktal, Am Kirchenweg",NA,50.31738,6.97849,0,NA,0,NA,NA
000011135519,NA,Niedermendig Mendig Bahnhof,Mendig Bahnhof,50.369807,7.290062,0,NA,0,99,2
000011419513,NA,Neunkhausen Betzdorfer Straße,NA,50.706305,7.901994,0,NA,0,NA,NA
000011605007,NA,Elkenroth Kirchstraße,NA,50.728834,7.883813,0,NA,0,NA,NA
000011605108,NA,Nauroth Kirche,Kirche,50.700223,7.876132,0,NA,0,99,2
000011605205,NA,Mörlen Westerwaldstraße,NA,50.698203,7.882582,0,NA,0,NA,NA
000011609906,NA,Weitefeld Mitte,NA,50.724609,7.926411,0,NA,0,NA,NA
000011664307,NA,Gebhardshain Kirchplatz,NA,50.746765,7.821272,0,NA,0,NA,NA
000011665804,NA,Gebhardshain Westerwaldschule,NA,50.741842,7.824991,0,NA,0,NA,NA
000010250201,NA,"Altena, Husmecker Bach",NA,51.248827,7.691205,0,NA,0,NA,NA
000010658804,NA,"Welcherath, Kirche",NA,50.319537,6.965815,0,NA,0,NA,NA
000011521705,NA,Weißenthurm Obere Fährstraße,Obere Fährstraße,50.422137,7.445704,0,NA,0,99,2
000017803304,NA,"Drees, Bürgerhaus",NA,50.340198,6.996196,0,NA,0,NA,NA
000011661406,NA,Wissen Grundschule,NA,50.780005,7.734818,0,NA,0,NA,NA
000011665604,NA,Selbach (Sieg) Wendeschleife,NA,50.746276,7.768927,0,NA,0,NA,NA
000010325503,NA,"Kelberg, Busbahnhof",NA,50.284203,6.92054,0,NA,0,NA,NA
000010599603,NA,"Rothenbach (b. Adenau), Abzw.",NA,50.312022,6.903185,0,NA,0,NA,NA
000010599604,NA,"Rothenbach (b. Adenau), Abzw.",NA,50.312172,6.9034,0,NA,0,NA,NA
000010678803,NA,"Zermüllen, Bachstraße",NA,50.299096,6.918663,0,NA,0,NA,NA
000011523106,NA,Weitersburg Grenzhausener Straße,NA,50.415131,7.603781,0,NA,0,NA,NA
000011106199,NA,Ruppach-Goldhausen Goldhausen Bf,NA,50.461406,7.873033,0,NA,0,NA,NA
000011200299,NA,Rennerod Busbahnhof,NA,50.609755,8.065138,0,NA,0,NA,NA
000011201499,NA,Hof (Westerw) Rathaus,NA,50.666551,8.014176,0,NA,0,NA,NA
000011201999,NA,Arnshöfen Niederdorfstraße,NA,50.539487,7.867688,0,NA,0,NA,NA
000011202299,NA,Ailertchen B255,NA,50.598671,7.941152,0,NA,0,NA,NA
000011204399,NA,Stockum-Püschen Hauptstraße,NA,50.604458,7.902102,0,NA,0,NA,NA
000011220799,NA,Bad Marienberg Langenbach DGH,DGH,50.63662,7.947746,0,NA,0,99,2
000011220899,NA,Bad Marienberg Neuer Weg,NA,50.651551,7.951078,0,NA,0,NA,NA
000011220999,NA,Bad Marienberg ZOB,NA,50.656864,7.954905,0,NA,0,NA,NA
000011242999,NA,Boden Meudter Straße,NA,50.474168,7.859783,0,NA,0,NA,NA
000011255099,NA,Bad Marienberg Feuerwehr,NA,50.655344,7.955309,0,NA,0,NA,NA
000011256099,NA,Nisterau Bach,NA,50.656722,7.989284,0,NA,0,NA,NA
000011256599,NA,Bad Marienberg Eichenstruth Marmer Weg,NA,50.644505,7.961957,0,NA,0,NA,NA
000011257399,NA,Nisterau Marienberger Straße,NA,50.661494,7.976546,0,NA,0,NA,NA
000011257499,NA,Nisterau Pfuhl Ortsstraße,NA,50.661688,7.979887,0,NA,0,NA,NA
000011257599,NA,Bad Marienberg SB-Märkte,NA,50.658106,7.96485,0,NA,0,NA,NA
000011276999,NA,Rennerod Emmerichenhain L 295,NA,50.631897,8.065856,0,NA,0,NA,NA
000011278799,NA,Rennerod Emmerichenhain Ortsmitte,NA,50.629663,8.069521,0,NA,0,NA,NA
000011281399,NA,Westerburg Altes Katasteramt,NA,50.55947,7.969081,0,NA,0,NA,NA
000011284499,NA,Hilgert Faulbach Ortsstraße,NA,50.465077,7.687037,0,NA,0,NA,NA
000011296599,NA,Girod Kapellenweg,NA,50.451208,7.911265,0,NA,0,NA,NA
000011299799,NA,Guckheim Gemeindeverwaltung,NA,50.52922,7.947611,0,NA,0,NA,NA
000011302699,NA,Hahn (b. Marienberg) Dorfgemeinschaftshaus,NA,50.632911,7.941422,0,NA,0,NA,NA
000011310199,NA,Heiligenroth Abzw. Heiligenroth,NA,50.451483,7.846416,0,NA,0,NA,NA
000011310599,NA,Hellenhahn-Schellenberg Secker Straße,NA,50.610011,8.024246,0,NA,0,NA,NA
000011311099,NA,Hergenroth Westerburger Straße,NA,50.580992,7.973087,0,NA,0,NA,NA
000011312699,NA,Herschbach (Oberwesterwald) L300,NA,50.506207,7.927435,0,NA,0,NA,NA
000011326262,NA,"Kelberg, Bergstraße",NA,50.288972,6.917657,0,NA,0,NA,NA
000011326263,NA,"Kelberg, Bergstraße",NA,50.288921,6.917486,0,NA,0,NA,NA
000011333199,NA,Kammerforst (Westerw) Faulbacher Straße,NA,50.462807,7.677398,0,NA,0,NA,NA
000011341699,NA,Kirburg B 414,NA,50.676269,7.921659,0,NA,0,NA,NA
000011344299,NA,Girod Kleinholbach Feldstraße,NA,50.446026,7.90327,0,NA,0,NA,NA
000011355799,NA,Koblenz Kesselheim HWK-Ausbildungszentrum,NA,50.390178,7.570238,0,NA,0,NA,NA
000011375499,NA,Krümmel Kreisel,NA,50.535873,7.713303,0,NA,0,NA,NA
000011382299,NA,Langenbach (b. Kirburg) DGH,NA,50.70284,7.937172,0,NA,0,NA,NA
000011403299,NA,Meudt Eisen Meisenstraße,NA,50.498117,7.90345,0,NA,0,NA,NA
000011403399,NA,Meudt Kirchstraße,NA,50.493117,7.896946,0,NA,0,NA,NA
000011436161,NA,"Nohn, Heideweg",NA,50.333467,6.786386,0,NA,0,NA,NA
000011436162,NA,"Nohn, Heideweg",NA,50.333467,6.786386,0,NA,0,NA,NA
000011436565,NA,"Nohn, Ortsmitte",NA,50.33013,6.786826,0,NA,0,NA,NA
000011440999,NA,Ellenhausen Berghof,NA,50.514074,7.71422,0,NA,0,NA,NA
000011441099,NA,Oberhaid Haus Schmidt,NA,50.508618,7.72128,0,NA,0,NA,NA
000011455499,NA,Pottum Ortsmitte,NA,50.597508,8.000207,0,NA,0,NA,NA
000011479099,NA,Seck Ortsmitte,NA,50.576822,8.048788,0,NA,0,NA,NA
000011492699,NA,Stahlhofen am Wiesensee Willi-Schiefelbusch-Platz,NA,50.58702,7.988933,0,NA,0,NA,NA
000011514699,NA,Waldmühlen B 54,NA,50.587676,8.061248,0,NA,0,NA,NA
000011525399,NA,Westerburg Jahnstraße,NA,50.565342,7.971219,0,NA,0,NA,NA
000011525499,NA,Westerburg Langenhahner Straße,NA,50.56068,7.968694,0,NA,0,NA,NA
000011525599,NA,Westerburg Willmenroder Straße,NA,50.557912,7.972351,0,NA,0,NA,NA
000011525699,NA,Westerburg Schulen,NA,50.558107,7.978675,0,NA,0,NA,NA
000011530699,NA,Wittgert Hauptstraße,NA,50.496734,7.697556,0,NA,0,NA,NA
000011605399,NA,Rennerod Hauptstraße,Hauptstraße,50.606123,8.066,0,NA,0,99,2
000011606099,NA,Ruppach-Goldhausen Kirche,NA,50.46136,7.879779,0,NA,0,NA,NA
000011606399,NA,Norken Weiherplatz,NA,50.673935,7.898796,0,NA,0,NA,NA
000011621099,NA,Lautzenbrücken DGH,NA,50.6725,7.966314,0,NA,0,NA,NA
000011680399,NA,Unnau Stangenrod Unnauer Straße,NA,50.659302,7.902498,0,NA,0,NA,NA
000011680699,NA,Bölsberg Lindenstraße,NA,50.66827,7.91423,0,NA,0,NA,NA
000011681099,NA,Kirburg Bölsberger Straße,NA,50.676275,7.923797,0,NA,0,NA,NA
000011681999,NA,Dreisbach Hauptstraße,NA,50.616789,7.932501,0,NA,0,NA,NA
000011685299,NA,Hellenhahn-Schellenberg Sportplatz,NA,50.610747,8.027965,0,NA,0,NA,NA
000011693999,NA,Bad Marienberg Kurapotheke,Kurapotheke,50.646692,7.945976,0,NA,0,99,2
000011694099,NA,Bad Marienberg Zinhain MarienBad,NA,50.644607,7.937137,0,NA,0,NA,NA
000011694199,NA,Bad Marienberg Zinhain Dorfplatz,NA,50.643986,7.928019,0,NA,0,NA,NA
000011696099,NA,Hardt Birkenstraße,NA,50.634387,7.917149,0,NA,0,NA,NA
000011696499,NA,Unnau Hauptstraße,NA,50.648059,7.908265,0,NA,0,NA,NA
000011703199,NA,Nisterberg Buswende,NA,50.679035,7.976716,0,NA,0,NA,NA
000015692799,NA,Fehl-Ritzhausen DGH,NA,50.644009,8.001681,0,NA,0,NA,NA
000015692899,NA,Fehl-Ritzhausen Herborner Straße,NA,50.643781,8.004573,0,NA,0,NA,NA
000015715399,NA,Großseifen Am Dickenstein,NA,50.635822,7.972566,0,NA,0,NA,NA
000015715499,NA,Großseifen Höhenstraße,NA,50.634153,7.968119,0,NA,0,NA,NA
000015825499,NA,Lautzenbrücken Hohensayner Weg,NA,50.672996,7.960987,0,NA,0,NA,NA
000015896999,NA,Niederroßbach Mitte,NA,50.6403,8.032645,0,NA,0,NA,NA
000015901899,NA,Nistertal Büdingen Brückenstraße,NA,50.628079,7.893676,0,NA,0,NA,NA
000015903999,NA,Norken Westerwaldstraße,NA,50.66999,7.896982,0,NA,0,NA,NA
000015990199,NA,Stockhausen-Illfurth Ilsenstraße,NA,50.643804,7.984981,0,NA,0,NA,NA
000015990399,NA,Stockhausen-Illfurth Poststraße,NA,50.64602,7.989769,0,NA,0,NA,NA
000016003499,NA,Unnau Korb Hachenburger Straße,NA,50.656682000000004,7.89099,0,NA,0,NA,NA
000016332099,NA,Hundsangen Hauptstraße,NA,50.453205,7.987478,0,NA,0,NA,NA
000016332299,NA,Hundsangen Baumschule,NA,50.459839,7.972036,0,NA,0,NA,NA
000016332499,NA,Hundsangen Bürgermeisteramt,NA,50.454777,7.984837,0,NA,0,NA,NA
000016332599,NA,Hundsangen Grundschule,NA,50.454943,7.990281,0,NA,0,NA,NA
000016336599,NA,Molsberg Nussallee,NA,50.482303,7.962676,0,NA,0,NA,NA
000016341099,NA,Wallmerod Volksbank,NA,50.485081,7.951698,0,NA,0,NA,NA
000016341699,NA,Weroth Siedlung,NA,50.459725,7.96078,0,NA,0,NA,NA
000017640699,NA,Heiligenroth Aldi,NA,50.448857,7.8492,0,NA,0,NA,NA
000017641099,NA,Leuterod Steimelweg,NA,50.492008,7.8099170000000004,0,NA,0,NA,NA
000017641199,NA,Dernbach (Westerw) Grundschule,NA,50.458426,7.787693,0,NA,0,NA,NA
000017641299,NA,Ebernhahn Schulstraße,NA,50.474002,7.770176,0,NA,0,NA,NA
000017641399,NA,Ebernhahn Rosenheckplatz,NA,50.468536,7.773733,0,NA,0,NA,NA
000017641599,NA,Gemünden (Westerw) Ringstraße,NA,50.559801,8.017437,0,NA,0,NA,NA
000017641699,NA,Gemünden (Westerw) Kindergarten,NA,50.55644,8.014437,0,NA,0,NA,NA
000017641899,NA,Montabaur OBI,NA,50.447588,7.831261,0,NA,0,NA,NA
000017641999,NA,Staudt Industriegebiet,NA,50.457917,7.843209,0,NA,0,NA,NA
000017642599,NA,Kaden Schule,NA,50.548387,7.919539,0,NA,0,NA,NA
000017642799,NA,Rotenhain Brunnenstraße,NA,50.600097,7.884082,0,NA,0,NA,NA
000017642899,NA,Rotenhain Todtenberg,NA,50.609196,7.880085,0,NA,0,NA,NA
000017643099,NA,Stockum-Püschen Schule,NA,50.606009,7.902857,0,NA,0,NA,NA
000017643199,NA,Stockum-Püschen Kindergarten,NA,50.605177,7.9,0,NA,0,NA,NA
000017643599,NA,Kölbingen Abzweigung,NA,50.546777,7.938062,0,NA,0,NA,NA
000017643699,NA,Westerburg In der Schweiz,NA,50.55664,7.956882,0,NA,0,NA,NA
000017643799,NA,Westerburg Feuerwehr,NA,50.543454,7.953881,0,NA,0,NA,NA
000017643899,NA,Kölbingen Waldstraße,NA,50.552274,7.935151,0,NA,0,NA,NA
000017643999,NA,Kölbingen Möllingen Hauptstraße,NA,50.549905,7.927704,0,NA,0,NA,NA
000017644099,NA,Brandscheid Gemeindebüro,NA,50.55777,7.920266,0,NA,0,NA,NA
000017644199,NA,Kaden Härtlinger Straße,NA,50.548546,7.91423,0,NA,0,NA,NA
000017644299,NA,Härtlingen Schulstraße,NA,50.539464,7.914831,0,NA,0,NA,NA
000017644399,NA,Elbingen Backes,NA,50.527622,7.909882,0,NA,0,NA,NA
000017644499,NA,Mähren Feuerwehr,NA,50.52504,7.921138,0,NA,0,NA,NA
000017644599,NA,Hahn am See K 87,NA,50.524378,7.892293,0,NA,0,NA,NA
000017644699,NA,Hahn am See Oberste Garten,NA,50.521265,7.890236,0,NA,0,NA,NA
000017644799,NA,Arnshöfen Hauptstraße,NA,50.540343,7.868595,0,NA,0,NA,NA
000017644899,NA,Wölferlingen Freilinger Straße,NA,50.561645,7.851581,0,NA,0,NA,NA
000017645099,NA,Kuhnhöfen Bachstraße,NA,50.531802,7.861319,0,NA,0,NA,NA
000017645199,NA,Westerburg Lindenstraße,NA,50.549397,7.988502,0,NA,0,NA,NA
000017645299,NA,Willmenrod Brückenstraße,NA,50.540315,7.979708,0,NA,0,NA,NA
000017645499,NA,Guckheim Zur Heide,NA,50.527233,7.944835,0,NA,0,NA,NA
000017645599,NA,Weltersburg Dorfplatz,NA,50.522527,7.957825,0,NA,0,NA,NA
000017645699,NA,Girkenroth Feuerwehr,NA,50.520803,7.969161,0,NA,0,NA,NA
000017645799,NA,Salz (Westerw) Schulstraße,NA,50.509567,7.963125,0,NA,0,NA,NA
000017645899,NA,Salz (Westerw) Dorfplatz,NA,50.508858,7.959909,0,NA,0,NA,NA
000017645999,NA,Bilkheim Wendeplatz,NA,50.498374,7.950719,0,NA,0,NA,NA
000017646099,NA,Herschbach (Oberwesterwald) Wahnscheid Abzw.,NA,50.505859,7.934765,0,NA,0,NA,NA
000017646299,NA,Herschbach (Oberwesterwald) Hauptstraße,NA,50.504591,7.926734,0,NA,0,NA,NA
000017646499,NA,Wallmerod Alter Bahnhof,NA,50.491574,7.944368,0,NA,0,NA,NA
000017646699,NA,Wallmerod Marienheim,NA,50.484841,7.946201,0,NA,0,NA,NA
000017646799,NA,Berod (b. Wallmerod) Oberdorf,NA,50.481291,7.937307,0,NA,0,NA,NA
000017646899,NA,Berod (b. Wallmerod) Zehnhausen Abzw.,NA,50.483012,7.929025,0,NA,0,NA,NA
000017646999,NA,Meudt Bahnhofstraße,NA,50.491014,7.895733,0,NA,0,NA,NA
